title,label1,label2,label3,label4,label5
Multiagent Bidirectionally-Coordinated Nets: Emergence of Human-level Coordination in Learning to Play StarCraft Combat Games,CSC,,,,
Measurement of the Lorentz-FitzGerald Body Contraction,,PHY,,,
Information Directed Sampling for Stochastic Bandits with Graph Feedback,CSC,,STA,,
"Multi-Evidence Filtering and Fusion for Multi-Label Classification, Object Detection and Semantic Segmentation Based on Weakly Supervised Learning",,,STA,,
Hausdorff operators on holomorphic Hardy spaces and applications,,,,,
Three-dimensional color code thresholds via statistical-mechanical mapping,,PHY,,,
Does Your Phone Know Your Touch?,,,STA,,
Nucleus: A Pilot Project,CSC,,,,
Non Volatile MoS$_{2}$ Field Effect Transistors Directly Gated By Single Crystalline Epitaxial Ferroelectric,,PHY,,,
"Fast and Accurate Sparse Coding of Visual Stimuli with a Simple, Ultra-Low-Energy Spiking Architecture",CSC,,,,
Astronomy of Cholanaikkan tribe of Kerala,,PHY,,,
Integral Equations and Machine Learning,CSC,,,,
Experiments on bright field and dark field high energy electron imaging with thick target material,,PHY,,,
A Non-linear Approach to Space Dimension Perception by a Naive Agent,CSC,,,,
Foolbox: A Python toolbox to benchmark the robustness of machine learning models,CSC,,STA,,
Two-dimensional boron on Pb (110) surface,,PHY,,,
SOLAR: Deep Structured Latent Representations for Model-Based Reinforcement Learning,CSC,,STA,,
Robust and Fast Decoding of High-Capacity Color QR Codes for Mobile Applications,CSC,,,,
The quest for H$_3^+$ at Neptune: deep burn observations with NASA IRTF iSHELL,,PHY,,,
Unreasonable Effectivness of Deep Learning,,,STA,,
Collaborative Summarization of Topic-Related Videos,CSC,,,,
ELICA: An Automated Tool for Dynamic Extraction of Requirements Relevant Information,CSC,,STA,,
"Crystal field excitations and magnons: their roles in oxyselenides Pr2O2M2OSe2 (M = Mn, Fe)",,PHY,,,
Redistributing Funds across Charitable Crowdfunding Campaigns,CSC,,,,
Far-HO: A Bilevel Programming Package for Hyperparameter Optimization and Meta-Learning,,,STA,,
Analysis of Coupled Scalar Systems by Displacement Convexity,CSC,,,,
Deterministic subgraph detection in broadcast CONGEST,CSC,,,,
On Graded Lie Algebras of Characteristic Three With Classical Reductive Null Component,,,,,
Femtosecond mega-electron-volt electron microdiffraction,,PHY,,,
Deep Recurrent Neural Network for Protein Function Prediction from Sequence,CSC,,STA,,
CubemapSLAM: A Piecewise-Pinhole Monocular Fisheye SLAM System,CSC,,,,
$J$-holomorphic disks with pre-Lagrangian boundary conditions,,,,,
Evolutionary sequences for hydrogen-deficient white dwarfs,,PHY,,,
On the uniqueness of complete biconservative surfaces in $\mathbb{R}^3$,,,,,
Quantum Annealing Applied to De-Conflicting Optimal Trajectories for Air Traffic Management,CSC,,,,
On rumour propagation among sceptics,,,STA,,
Neutron activation and prompt gamma intensity in Ar/CO$_{2}$-filled neutron detectors at the European Spallation Source,,PHY,,,
Solving 1ODEs with functions,,PHY,,,
System Level Framework for Assessing the Accuracy of Neonatal EEG Acquisition,,,STA,,
Strong Consistency of Spectral Clustering for Stochastic Block Models,,,STA,,
Extremely fast simulations of heat transfer in fluidized beds,,PHY,,,
Machine learning out-of-equilibrium phases of matter,,PHY,,,
Exact Tensor Completion from Sparsely Corrupted Observations via Convex Optimization,CSC,,STA,,
On Triangle Inequality Based Approximation Error Estimation,,PHY,,,
Maximal solutions for the Infinity-eigenvalue problem,,,,,
Algorithmic Decision Making in the Presence of Unmeasured Confounding,,,STA,,
BL-MNE: Emerging Heterogeneous Social Network Embedding through Broad Learning with Aligned Autoencoder,CSC,,,,
Multi-channel discourse as an indicator for Bitcoin price and volume movements,,,,,QFI
Fano Resonances in a Photonic Crystal Covered with a Perforated Gold Film and its Application to Biosensing,,PHY,,,
Non-Stationary Bandits with Habituation and Recovery Dynamics,CSC,,,,
Exception-Based Knowledge Updates,CSC,,,,
Dynamics of observables in rank-based models and performance of functionally generated portfolios,,,,,QFI
An Approach to Controller Design Based on the Generalized Cloud Model,CSC,,,,
A 3pi Search for Planet Nine at 3.4 microns with WISE and NEOWISE,,PHY,,,
Integrable 7-point discrete equations and evolution lattice equations of order 2,,PHY,,,
Complete Analysis of a Random Forest Model,,,STA,,
Relative Chern character number and super-connection,,,,,
Mental Sampling in Multimodal Representations,CSC,,,,
The Simulator: Understanding Adaptive Sampling in the Moderate-Confidence Regime,CSC,,STA,,
A new method to suppress the bias in polarized intensity,,PHY,,,
Bootstrapping kernel intensity estimation for nonhomogeneous point processes depending on spatial covariates,,,STA,,
"Levi-Kahler reduction of CR structures, products of spheres, and toric geometry",,,,,
Network Representation Learning: A Survey,CSC,,STA,,
Confidence intervals for the area under the receiver operating characteristic curve in the presence of ignorable missing data,,,STA,,
Maximum Entropy Flow Networks,,,STA,,
Overcoming the Sign Problem at Finite Temperature: Quantum Tensor Network for the Orbital $e_g$ Model on an Infinite Square Lattice,,PHY,,,
Nonasymptotic estimation and support recovery for high dimensional sparse covariance matrices,,,STA,,
Most Complex Deterministic Union-Free Regular Languages,CSC,,,,
Piecewise Deterministic Markov Processes and their invariant measure,,,STA,,
Visual Speech Language Models,CSC,,,,
"Millisecond Pulsars as Standards: Timing, positioning and communication",,PHY,,,
Multipole resonances and directional scattering by hyperbolic-media antennas,,PHY,,,
Discerning Dark Energy Models with High-Redshift Standard Candles,,PHY,,,
Controlling Physical Attributes in GAN-Accelerated Simulation of Electromagnetic Calorimeters,CSC,,,,
Max-value Entropy Search for Efficient Bayesian Optimization,CSC,,STA,,
On stochastic differential equations with arbitrarily slow convergence rates for strong approximation in two space dimensions,,,,,
Energy Dissipation in Monolayer MoS$_2$ Electronics,,PHY,,,
Adaptive Estimation of Nonparametric Geometric Graphs,,,STA,,
Angular and Temporal Correlation of V2X Channels Across Sub-6 GHz and mmWave Bands,CSC,,,,
Comparison of Decision Tree Based Classification Strategies to Detect External Chemical Stimuli from Raw and Filtered Plant Electrical Response,CSC,PHY,STA,,
Interactive Reinforcement Learning for Object Grounding via Self-Talking,CSC,,,,
Adaptive Bayesian Sampling with Monte Carlo EM,CSC,,STA,,
Neutrino Fluxes from a Core-Collapse Supernova in a Model with Three Sterile Neutrinos,,PHY,,,
Resource Allocation for Wireless Networks: A Distributed Optimization Approach,,,,,
Modular operads and Batalin-Vilkovisky geometry,,,,,
Response of QD to structured beams via convolution integrals,,PHY,,,
Regularized arrangements of cellular complexes,CSC,,,,
Duality of deconfined quantum critical point in two dimensional Dirac semimetals,,PHY,,,
A Survey on Cloud Video Multicasting Over Mobile Networks,CSC,,,,
The Brauer trees of unipotent blocks,,,,,
An Empirical Bayes Approach to Regularization Using Previously Published Models,,,STA,,
On minimum distance of locally repairable codes,CSC,,,,
The MoEDAL experiment at the LHC: status and results,,PHY,,,
Towards a population synthesis model of self-gravitating disc fragmentation and tidal downsizing II: The effect of fragment-fragment interactions,,PHY,,,
Credit Risk Meets Random Matrices: Coping with Non-Stationary Asset Correlations,,,,,QFI
Peptide-Spectra Matching from Weak Supervision,,,STA,,
Overcoming data scarcity with transfer learning,CSC,,STA,,
Dirichlet Bayesian Network Scores and the Maximum Relative Entropy Principle,,,STA,,
Thermal lattice Boltzmann method for multiphase flows,,PHY,,,
Control for Schrödinger equation on hyperbolic surfaces,,,,,
Grand Fujii-Fujii-Nakamoto operator inequality dealing with operator order and operator chaotic order,,,,,
Stability for gains from large investors' strategies in M1/J1 topologies,,,,,
Apparent and Intrinsic Evolution of Active Region Upflows,,PHY,,,
Size scaling of failure strength with fat-tailed disorder in a fiber bundle model,,PHY,,,
Time-dependent focusing Mean-Field Games: the sub-critical case,,,,,
Evolution of protoplanetary disks from their taxonomy in scattered light: Group I vs. Group II,,PHY,,,
Sandwich semigroups in locally small categories II: Transformations,,,,,
Environmental feedback drives cooperation in spatial social dilemmas,,,,QBY,
Finitely forcible graph limits are universal,,,,,
Sex-biased dispersal: a review of the theory,,,,QBY,
Nonequilibrium quantum dynamics of partial symmetry breaking for ultracold bosons in an optical lattice ring trap,,PHY,,,
Learning Hidden Quantum Markov Models,,,STA,,
Gradient Descent using Duality Structures,CSC,,,,
On the Universal Approximation Property and Equivalence of Stochastic Computing-based Neural Networks and Binary Neural Networks,,,STA,,
Riemannian stochastic quasi-Newton algorithm with variance reduction and its convergence analysis,CSC,,STA,,
Higher cohomology vanishing of line bundles on generalized Springer's resolution,,,,,
Strong instability of ground states to a fourth order Schrödinger equation,,,,,
Coalescing particle systems and applications to nonlinear Fokker-Planck equations,,,,,
Periodic solution for strongly nonlinear oscillators by He's new amplitude-frequency relationship,,PHY,,,
"Singular Degenerations of Lie Supergroups of Type $D(2,1;a)$",,,,,
Logarithmic singularities and quantum oscillations in magnetically doped topological insulators,,PHY,,,
A General Algorithm to Calculate the Inverse Principal $p$-th Root of Symmetric Positive Definite Matrices,,,,,
Latent Mixture Modeling for Clustered Data,,,STA,,
"Fast Switching Dual Fabry-Perot-Cavity-based Optical Refractometry for Assessment of Gas Refractivity and Density - Estimates of Its Precision, Accuracy, and Temperature Dependence",,PHY,,,
Dixmier traces and residues on weak operator ideals,,,,,
Investigating early-type galaxy evolution with a multiwavelength approach. II. The UV structure of 11 galaxies with Swift-UVOT,,PHY,,,
Lazy Automata Techniques for WS1S,CSC,,,,
Joint distribution of conjugate algebraic numbers: a random polynomial approach,,,,,
On wrapping the Kalman filter and estimating with the SO(2) group,CSC,,,,
Towards a Context-Aware IDE-Based Meta Search Engine for Recommendation about Programming Errors and Exceptions,CSC,,,,
Infrared Flares from M Dwarfs: a Hinderance to Future Transiting Exoplanet Studies,,PHY,,,
Topic Identification for Speech without ASR,CSC,,,,
Bio-Inspired Multi-Layer Spiking Neural Network Extracts Discriminative Features from Speech Signals,CSC,,,,
Zonotope hit-and-run for efficient sampling from projection DPPs,CSC,,STA,,
Brownian motion: from kinetics to hydrodynamics,,PHY,,,
"Natural Time, Nowcasting and the Physics of Earthquakes: Estimation of Seismic Risk to Global Megacities",,PHY,,,
Optimistic mirror descent in saddle-point problems: Going the extra (gradient) mile,,,STA,,
Design of an Autonomous Precision Pollination Robot,CSC,,,,
A sufficiently complicated noded Schottky group of rank three,,,,,
DONUT: CTC-based Query-by-Example Keyword Spotting,CSC,,,,
Emulation of the space radiation environment for materials testing and radiobiological experiments,,PHY,,,
Convex Relaxations for Pose Graph Optimization with Outliers,CSC,,,,
Quasi-Frobenius-splitting and lifting of Calabi-Yau varieties in characteristic $p$,,,,,
Consistency and Asymptotic Normality of Latent Blocks Model Estimators,,,STA,,
Linking Generative Adversarial Learning and Binary Classification,CSC,,STA,,
High Speed Elephant Flow Detection Under Partial Information,CSC,,,,
Scalable k-Means Clustering via Lightweight Coresets,CSC,,STA,,
Scaling relations in the diffusive infiltration in fractals,,PHY,,,
Adaptive Sequential MCMC for Combined State and Parameter Estimation,,,STA,,
Information sensitivity functions to assess parameter information gain and identifiability of dynamical systems,,,STA,,
Combinatorial cost: a coarse setting,,,,,
Uncharted Forest a Technique for Exploratory Data Analysis,,,STA,,
Surface thermophysical properties investigation of the potentially hazardous asteroid (99942) Apophis,,PHY,,,
Reconfigurable cluster state generation in specially poled nonlinear waveguide arrays,,PHY,,,
"Whole planet coupling between climate, mantle, and core: Implications for the evolution of rocky planets",,PHY,,,
Solutions of the Helmholtz equation given by solutions of the eikonal equation,,PHY,,,
SemEval-2017 Task 1: Semantic Textual Similarity - Multilingual and Cross-lingual Focused Evaluation,CSC,,,,
Modelling Luminous-Blue-Variable Isolation,,PHY,,,
Service adoption spreading in online social networks,CSC,PHY,,,
The Amplitude-Phase Decomposition for the Magnetotelluric Impedance Tensor,,PHY,,,
Real-time Convolutional Neural Networks for Emotion and Gender Classification,CSC,,,,
Compound-Specific Chlorine Isotope Analysis of Organochlorines Using Gas Chromatography-Double Focus Magnetic-Sector High Resolution Mass Spectrometry,,PHY,,,
Realization of an atomically thin mirror using monolayer MoSe2,,PHY,,,
